id,Datum,Uhrzeit,Tür_id,Mitarbeiter_Id
97,06/27/2024,12:33:01,Haupteingang,22
98,06/27/2024,11:01:16,Haupteingang,23
99,06/27/2024,11:43:00,Haupteingang,23
100,06/27/2024,11:40:30,Haupteingang,24
101,06/27/2024,12:04:58,Haupteingang,24
102,06/27/2024,11:00:56,Haupteingang,25
103,06/27/2024,11:15:03,Haupteingang,25
104,06/27/2024,11:33:33,Haupteingang,26
105,06/27/2024,11:38:00,Haupteingang,26
106,06/27/2024,11:34:01,Haupteingang,27
107,06/27/2024,11:35:48,Haupteingang,27
108,06/27/2024,11:19:31,Haupteingang,28
109,06/27/2024,11:24:15,Haupteingang,28
110,06/27/2024,11:43:51,Haupteingang,29
111,06/27/2024,12:20:12,Haupteingang,29
112,06/27/2024,11:36:26,Haupteingang,30
113,06/27/2024,11:48:48,Haupteingang,30
114,06/27/2024,11:07:54,Haupteingang,31
115,06/27/2024,11:12:29,Haupteingang,31
116,06/27/2024,11:54:43,Haupteingang,32
117,06/27/2024,12:19:59,Haupteingang,32
118,06/27/2024,11:04:38,Haupteingang,33
119,06/27/2024,11:14:08,Haupteingang,33
120,06/27/2024,11:34:03,Haupteingang,34
121,06/27/2024,11:38:05,Haupteingang,34
122,06/27/2024,14:27:52,Haupteingang,1
123,06/27/2024,16:40:43,Haupteingang,2
124,06/27/2024,14:52:47,Haupteingang,3
125,06/27/2024,17:30:08,Haupteingang,4
126,06/27/2024,14:04:25,Haupteingang,5
127,06/27/2024,15:05:31,Haupteingang,6
128,06/27/2024,15:40:54,Haupteingang,7
129,06/27/2024,16:31:40,Haupteingang,8
130,06/27/2024,16:01:13,Haupteingang,9
131,06/27/2024,14:28:00,Haupteingang,10
132,06/27/2024,16:43:31,Haupteingang,11
133,06/27/2024,15:50:30,Haupteingang,12
134,06/27/2024,17:12:13,Haupteingang,13
135,06/27/2024,17:22:16,Haupteingang,14
136,06/27/2024,14:39:06,Haupteingang,15
137,06/27/2024,17:45:37,Haupteingang,16
138,06/27/2024,14:40:01,Haupteingang,17
139,06/27/2024,14:53:21,Haupteingang,18
140,06/27/2024,14:17:07,Haupteingang,19
141,06/27/2024,14:01:53,Haupteingang,20
142,06/27/2024,14:48:08,Haupteingang,21
143,06/27/2024,14:54:37,Haupteingang,22
144,06/27/2024,15:05:12,Haupteingang,23
145,06/27/2024,17:25:15,Haupteingang,24
146,06/27/2024,17:13:00,Haupteingang,25
147,06/27/2024,15:24:01,Haupteingang,26
148,06/27/2024,16:33:50,Haupteingang,27
149,06/27/2024,16:07:34,Haupteingang,28
150,06/27/2024,17:23:20,Haupteingang,29
151,06/27/2024,16:14:00,Haupteingang,30
152,06/27/2024,16:39:18,Haupteingang,31
153,06/27/2024,16:04:10,Haupteingang,32
154,06/27/2024,17:36:31,Haupteingang,33
155,06/27/2024,15:27:08,Haupteingang,34
156,06/27/2024,12:18:26,302,17
157,06/27/2024,11:43:00,302,23
158,06/27/2024,11:38:05,302,34
159,06/27/2024,14:36:33,302,4
160,06/27/2024,09:38:36,302,6
161,06/27/2024,13:49:22,302,14
162,06/27/2024,10:20:45,302,20
163,06/27/2024,12:40:18,302,22
164,06/27/2024,09:21:28,302,24
165,06/27/2024,12:11:52,404,8
166,06/27/2024,12:27:55,404,14
167,06/27/2024,12:33:01,404,22
168,06/27/2024,12:47:02,404,8
169,06/27/2024,12:20:53,404,12
170,06/27/2024,12:19:52,404,19
171,06/27/2024,09:43:38,404,32
172,06/27/2024,10:46:50,404,33
173,06/27/2024,13:18:37,404,34
174,06/27/2024,07:38:51,404,28
175,06/27/2024,08:09:38,404,28
176,06/27/2024,13:57:09,404,28
177,06/27/2024,09:25:26,404,28
178,06/27/2024,10:12:29,404,28
179,06/27/2024,12:47:13,402,12
180,06/27/2024,12:19:59,402,32
181,06/27/2024,15:05:42,402,1
182,06/27/2024,15:27:47,402,6
183,06/27/2024,13:18:20,402,7
184,06/27/2024,14:24:26,402,7
185,06/27/2024,12:56:18,402,16
186,06/27/2024,10:26:53,402,22
187,06/27/2024,15:47:28,402,26
188,06/27/2024,10:22:05,404,28
189,06/27/2024,12:26:58,404,28
190,06/27/2024,11:57:28,303,9
191,06/27/2024,11:19:29,303,15
192,06/27/2024,12:35:48,303,16
193,06/27/2024,11:24:15,303,28
194,06/27/2024,10:15:23,303,18
195,06/27/2024,12:35:42,303,28
196,06/27/2024,10:50:23,303,30
197,06/27/2024,14:13:21,303,30
198,06/27/2024,08:06:26,404,28
199,06/27/2024,11:01:13,404,28
200,06/27/2024,12:17:04,203,18
201,06/27/2024,11:14:08,203,33
202,06/27/2024,15:49:43,203,10
203,06/27/2024,14:12:06,203,11
204,06/27/2024,10:33:27,203,11
205,06/27/2024,12:23:45,203,13
206,06/27/2024,09:09:59,203,18
207,06/27/2024,14:27:37,203,28
208,06/27/2024,14:04:32,203,31
209,06/27/2024,12:57:47,404,28
210,06/27/2024,10:27:37,404,28
211,06/27/2024,15:37:01,404,28
212,06/27/2024,12:11:46,102,5
213,06/27/2024,12:13:52,102,6
214,06/27/2024,11:15:03,102,25
215,06/27/2024,11:38:00,102,26
216,06/27/2024,11:35:48,102,27
217,06/27/2024,11:12:29,102,31
218,06/27/2024,12:11:34,102,1
219,06/27/2024,09:38:05,102,2
220,06/27/2024,10:51:23,102,5
221,06/27/2024,15:06:32,102,9
222,06/27/2024,11:06:46,102,14
223,06/27/2024,12:00:26,102,15
224,06/27/2024,14:03:20,102,19
225,06/27/2024,15:45:20,102,29
226,06/27/2024,15:26:10,102,31
227,06/27/2024,13:17:45,102,33
228,06/27/2024,15:30:45,102,33
229,06/27/2024,12:50:08,201,7
230,06/27/2024,12:55:48,201,4
231,06/27/2024,15:07:17,201,14
232,06/27/2024,09:38:52,201,19
233,06/27/2024,12:34:29,201,23
234,06/27/2024,10:02:20,201,25
235,06/27/2024,13:22:04,201,34
236,06/27/2024,08:06:52,404,28
237,06/27/2024,17:11:59,404,28
238,06/27/2024,13:42:49,404,28
239,06/27/2024,11:48:43,202,2
240,06/27/2024,12:05:35,202,3
241,06/27/2024,11:42:05,202,20
242,06/27/2024,11:24:36,202,21
243,06/27/2024,10:01:39,202,4
244,06/27/2024,09:19:25,404,28
245,06/27/2024,15:11:00,404,28
246,06/27/2024,13:41:09,404,28
247,06/27/2024,11:49:06,401,13
248,06/27/2024,12:44:02,401,19
249,06/27/2024,13:54:15,401,2
250,06/27/2024,14:02:06,401,5
251,06/27/2024,10:24:10,401,16
252,06/27/2024,11:36:18,401,27
253,06/27/2024,10:30:28,401,31
254,06/27/2024,08:48:54,404,28
255,06/27/2024,09:17:50,404,28
256,06/27/2024,11:59:21,204,4
257,06/27/2024,12:04:58,204,24
258,06/27/2024,10:31:37,204,3
259,06/27/2024,10:05:42,204,9
260,06/27/2024,10:22:18,204,21
261,06/27/2024,14:36:44,204,21
262,06/27/2024,15:27:41,204,21
263,06/27/2024,16:00:37,204,22
264,06/27/2024,13:01:33,204,28
