id,Datum,Uhrzeit,Tür_id,Mitarbeiter_Id
123,27.06.2024,16:40:43,Haupteingang,2
124,27.06.2024,14:52:47,Haupteingang,3
125,27.06.2024,17:30:08,Haupteingang,4
126,27.06.2024,14:04:25,Haupteingang,5
127,27.06.2024,15:05:31,Haupteingang,6
128,27.06.2024,15:40:54,Haupteingang,7
129,27.06.2024,16:31:40,Haupteingang,8
130,27.06.2024,16:01:13,Haupteingang,9
131,27.06.2024,14:28:00,Haupteingang,10
132,27.06.2024,16:43:31,Haupteingang,11
133,27.06.2024,15:50:30,Haupteingang,12
134,27.06.2024,17:12:13,Haupteingang,13
135,27.06.2024,17:22:16,Haupteingang,14
136,27.06.2024,14:39:06,Haupteingang,15
137,27.06.2024,17:45:37,Haupteingang,16
138,27.06.2024,14:40:01,Haupteingang,17
139,27.06.2024,14:53:21,Haupteingang,18
140,27.06.2024,14:17:07,Haupteingang,19
141,27.06.2024,14:01:53,Haupteingang,20
142,27.06.2024,14:48:08,Haupteingang,21
143,27.06.2024,14:54:37,Haupteingang,22
144,27.06.2024,15:05:12,Haupteingang,23
145,27.06.2024,17:25:15,Haupteingang,24
146,27.06.2024,17:13:00,Haupteingang,25
147,27.06.2024,15:24:01,Haupteingang,26
148,27.06.2024,16:33:50,Haupteingang,27
149,27.06.2024,16:07:34,Haupteingang,28
150,27.06.2024,17:23:20,Haupteingang,29
151,27.06.2024,16:14:00,Haupteingang,30
152,27.06.2024,16:39:18,Haupteingang,31
153,27.06.2024,16:04:10,Haupteingang,32
154,27.06.2024,17:36:31,Haupteingang,33
155,27.06.2024,15:27:08,Haupteingang,34
156,27.06.2024,12:18:26,302,17
157,27.06.2024,11:43:00,302,23
158,27.06.2024,11:38:05,302,34
159,27.06.2024,14:36:33,302,4
160,27.06.2024,09:38:36,302,6
161,27.06.2024,13:49:22,302,14
162,27.06.2024,10:20:45,302,20
163,27.06.2024,12:40:18,302,22
164,27.06.2024,09:21:28,302,24
165,27.06.2024,12:11:52,404,8
166,27.06.2024,12:27:55,404,14
167,27.06.2024,12:33:01,404,22
168,27.06.2024,12:47:02,404,8
169,27.06.2024,12:20:53,404,12
170,27.06.2024,12:19:52,404,19
171,27.06.2024,09:43:38,404,32
172,27.06.2024,10:46:50,404,33
173,27.06.2024,13:18:37,404,34
174,27.06.2024,07:38:51,404,28
175,27.06.2024,08:09:38,404,28
176,27.06.2024,13:57:09,404,28
177,27.06.2024,09:25:26,404,28
178,27.06.2024,10:12:29,404,28
179,27.06.2024,12:47:13,402,12
180,27.06.2024,12:19:59,402,32
181,27.06.2024,15:05:42,402,1
182,27.06.2024,15:27:47,402,6
183,27.06.2024,13:18:20,402,7
184,27.06.2024,14:24:26,402,7
185,27.06.2024,12:56:18,402,16
186,27.06.2024,10:26:53,402,22
187,27.06.2024,15:47:28,402,26
188,27.06.2024,10:22:05,404,28
189,27.06.2024,12:26:58,404,28
190,27.06.2024,11:57:28,303,9
191,27.06.2024,11:19:29,303,15
192,27.06.2024,12:35:48,303,16
193,27.06.2024,11:24:15,303,28
194,27.06.2024,10:15:23,303,18
195,27.06.2024,12:35:42,303,28
196,27.06.2024,10:50:23,303,30
197,27.06.2024,14:13:21,303,30
198,27.06.2024,08:06:26,404,28
199,27.06.2024,11:01:13,404,28
200,27.06.2024,12:17:04,203,18
201,27.06.2024,11:14:08,203,33
202,27.06.2024,15:49:43,203,10
203,27.06.2024,14:12:06,203,11
204,27.06.2024,10:33:27,203,11
205,27.06.2024,12:23:45,203,13
206,27.06.2024,09:09:59,203,18
207,27.06.2024,14:27:37,203,28
208,27.06.2024,14:04:32,203,31
209,27.06.2024,12:57:47,404,28
210,27.06.2024,10:27:37,404,28
211,27.06.2024,15:37:01,404,28
212,27.06.2024,12:11:46,102,5
213,27.06.2024,12:13:52,102,6
214,27.06.2024,11:15:03,102,25
215,27.06.2024,11:38:00,102,26
216,27.06.2024,11:35:48,102,27
217,27.06.2024,11:12:29,102,31
218,27.06.2024,12:11:34,102,1
219,27.06.2024,09:38:05,102,2
220,27.06.2024,10:51:23,102,5
221,27.06.2024,15:06:32,102,9
222,27.06.2024,11:06:46,102,14
223,27.06.2024,12:00:26,102,15
224,27.06.2024,14:03:20,102,19
225,27.06.2024,15:45:20,102,29
226,27.06.2024,15:26:10,102,31
227,27.06.2024,13:17:45,102,33
228,27.06.2024,15:30:45,102,33
229,27.06.2024,12:50:08,201,7
230,27.06.2024,12:55:48,201,4
231,27.06.2024,15:07:17,201,14
232,27.06.2024,09:38:52,201,19
233,27.06.2024,12:34:29,201,23
234,27.06.2024,10:02:20,201,25
235,27.06.2024,13:22:04,201,34
236,27.06.2024,08:06:52,404,28
237,27.06.2024,17:11:59,404,28
238,27.06.2024,13:42:49,404,28
239,27.06.2024,11:48:43,202,2
240,27.06.2024,12:05:35,202,3
241,27.06.2024,11:42:05,202,20
242,27.06.2024,11:24:36,202,21
243,27.06.2024,10:01:39,202,4
244,27.06.2024,09:19:25,404,28
245,27.06.2024,15:11:00,404,28
246,27.06.2024,13:41:09,404,28
247,27.06.2024,11:49:06,401,13
248,27.06.2024,12:44:02,401,19
249,27.06.2024,13:54:15,401,2
250,27.06.2024,14:02:06,401,5
251,27.06.2024,10:24:10,401,16
252,27.06.2024,11:36:18,401,27
253,27.06.2024,10:30:28,401,31
254,27.06.2024,08:48:54,404,28
255,27.06.2024,09:17:50,404,28
256,27.06.2024,11:59:21,204,4
257,27.06.2024,12:04:58,204,24
258,27.06.2024,10:31:37,204,3
259,27.06.2024,10:05:42,204,9
260,27.06.2024,10:22:18,204,21
261,27.06.2024,14:36:44,204,21
262,27.06.2024,15:27:41,204,21
263,27.06.2024,16:00:37,204,22
264,27.06.2024,13:01:33,204,28
